,BANKA,SANAYI,HOLD,GAYRIM,TEKNOLOJI,ENERJI,PERAK,OTOMOT,BANKA_RV,SANAYI_RV,HOLD_RV,GAYRIM_RV,TEKNOLOJI_RV,ENERJI_RV,PERAK_RV,OTOMOT_RV,BANKA_BPV,SANAYI_BPV,HOLD_BPV,GAYRIM_BPV,TEKNOLOJI_BPV,ENERJI_BPV,PERAK_BPV,OTOMOT_BPV
2018-01-24,0.0012403186596073503,-0.003670875701125984,-0.02409515866846638,-0.012310213151212503,-0.019419908008200173,-0.007674578008883145,-0.02003986160670634,0.004736960325162668,0.00014110689142478956,0.0011336522091584104,0.058596617952831956,0.012375613231568893,0.034018233569924915,0.004848454671647275,0.033124080534023485,0.0018641835474505141,0.00013426864546388386,0.0010787137680796394,0.055756940301423544,0.011775872947164612,0.032369660307784306,0.004613491479982763,0.031518839233379906,0.001773842491212769
2018-01-25,-0.00962053890171827,-0.011177874350747111,0.007375767313157108,-0.011628071852797846,-0.0010629449751664815,0.0131786001809657,-0.023668316250634296,-0.011665459355962596,0.007265680599316602,0.009854277618244157,0.004823583270267336,0.012112798390136464,0.00010341161582269281,0.01579970323015759,0.046102515328913914,0.013166470675076144,0.0069135751102803724,0.009376724938568563,0.004589825383023544,0.011525794496632335,9.84001379489337e-05,0.015034026545580345,0.04386832013084612,0.012528404284383864
2018-01-26,0.0032016522881697994,0.009924468091703414,-0.01569463460035676,-0.02163418995962417,0.0033834890117631416,0.0035068998707967675,0.0015293040709729575,0.004202533085062281,0.0008418321442292266,0.008490410313570599,0.022306407122102967,0.040968227649917796,0.0009346275641446073,0.0011162624712336084,0.00024283062618970827,0.00143189275711957,0.0008010357295260907,0.008078952634594287,0.021225406067761538,0.038982847528339276,0.0008893341479200033,0.0010621667622420145,0.00023106269953524684,0.0013625011436841485
2018-01-29,-0.008286048518915729,-0.004942123969118905,0.0010591075960046476,-0.008814964821504177,0.020983110729405098,0.014850575249176176,-0.014311513475118165,0.0017057746482870614,0.006301735009324444,0.002226368289831927,9.668284412125604e-05,0.006924695412118196,0.03488911568780034,0.01902841165554033,0.017556321016683422,0.00023275786575662784,0.0059963437308468825,0.002118475232223565,9.199745234750667e-05,0.006589114563059107,0.033198338206823545,0.018106267047065947,0.016705516069678485,0.0002214780797780128
2018-01-30,-0.011874428470159817,-0.002875734204041538,0.0133932290385398,-0.00319437925657939,0.011914011282650865,0.010388659924210925,0.013192571025150429,0.030862070087889718,0.01168294615786154,0.0007132763011140292,0.014485396625904064,0.0008026628984430684,0.013659621339837507,0.009254394986657848,0.014981199718634885,0.07524931086479425,0.01111677353107628,0.0006787098902473953,0.013783413158129905,0.000763764682574053,0.012997656147978456,0.008805913495079745,0.014255188909162265,0.07160261940354562
2018-01-31,-0.0030252969182770102,-0.009184883346111082,-0.016049106876588462,-0.018918949212698394,-0.008251090070838284,-0.0038000971489563426,-0.003404191996343325,0.0048696057964745494,0.0007220163673284017,0.006659520740999459,0.027698654927175534,0.029471309794584774,0.006931959312308762,0.0012180870803319358,0.0011659068679387588,0.0019411188827136514,0.0006870264000933651,0.006336790643632245,0.026356337672038245,0.02804308709666759,0.006596026444041845,0.0011590568021293225,0.0011094053190067994,0.0018470494278108806
2018-02-01,0.00015850448035705428,0.01301867428042749,-0.0007729505668497802,0.03136340416927035,0.014956302257840802,0.0009279206814077767,-0.007029000475724395,0.006110329024147336,2.5438100485644743e-06,0.014948249294219146,5.723144144011149e-05,0.08114696858060629,0.01744930783525207,7.021295150531667e-05,0.0039141711076506255,0.003521292150852254,2.420533299893563e-06,0.014223835310418155,5.445792223553564e-05,0.07721446801643761,0.016603688903248228,6.681032937122755e-05,0.0037244846614613403,0.0033506451924748253
2018-02-02,-0.0026919755435260676,0.0041183879441595355,0.007061833708406543,0.003628445915026306,-0.00958883634108646,-0.02088051525642478,-0.0082596979774596,0.004640008439373376,0.0006087849388152148,0.0017044233382705793,0.004128585165241752,0.0010925268085927606,0.008708036644713544,0.038639869411009393,0.005682981945865344,0.0019496303739513301,0.0005792823319128986,0.0016218244950042,0.003928507900797743,0.0010395813644645219,0.008286032476016579,0.03676732492886697,0.005407576344162842,0.0018551484397572246
2018-02-05,0.002554239753244567,-0.00884655849362362,0.0010780646356054063,0.004674434468109062,-0.011811722860428161,-0.004206072656738346,-0.0012525202524602396,-0.015441827867711696,0.0005287955292270897,0.006836829925356011,0.00010027644013718702,0.001833821317774691,0.011957167245097633,0.0014159012830973832,0.00013793895462698685,0.01864772817150228,0.000503169325890242,0.00650550716606056,9.541689745420182e-05,0.0017449516595129649,0.011377705464088558,0.0013472846398390871,0.00013125423150818505,0.017744032040425576
2018-02-06,0.004230270607044018,0.008492268753182639,0.017942709940371133,0.02468695072167032,-0.009842377437426634,-0.01138947133739668,0.0100350893755852,0.013682503662418384,0.001465098900903893,0.007041790583568283,0.0300447632008331,0.05097014811470889,0.00923489063196578,0.011269886448641644,0.008836232875174373,0.01588971857992331,0.0013940980692629136,0.006700535131553059,0.028588750113662423,0.04850006032556678,0.008787354349890532,0.010723731298392544,0.008408016129995137,0.015119679620082687
2018-02-07,0.006052045151113358,0.03881675136132551,0.018456850247851916,0.030042190997709724,0.026527818725837395,0.02757659787894378,0.012667165369244029,0.025209355867655558,0.003413312284336374,0.13669673510072863,0.032094957576107856,0.07046447895164537,0.07268467365728205,0.07026621436714404,0.014807359131453129,0.05279207859647237,0.003247898187930502,0.13007221175369005,0.03053958907642519,0.06704966743030133,0.06916226825923259,0.06686101103701213,0.014089772890625837,0.05023369739634112
2018-02-08,-0.009060918523615718,-0.011531845856538724,-0.01155877629523104,-0.008726144270946172,0.026016190598961774,-0.012867561179863242,0.0056415606041258885,-0.018298702667586944,0.006759971242987654,0.010485276484041683,0.010502531887232444,0.006052656002407389,0.05721435939521334,0.013249196958525122,0.0028337468009950336,0.027864787149669983,0.006432373167646041,0.009977144678132016,0.009993563859292927,0.00575933545623637,0.054441668011471385,0.012607121531364503,0.0026964192940216254,0.02651441888449358
2018-02-09,-0.0055676978774558215,0.005674613742331467,0.0005867895352111444,-0.013305789949979696,-0.012586533610193724,0.0012271853474490229,-0.011448399374053352,-0.005540439733024978,0.00263808263733666,0.0030147065415744214,3.23289419311304e-05,0.014000349277453838,0.014149028919474043,0.00013020729872875806,0.010697830590752187,0.002589464574810645,0.0025102373013849554,0.0028686094613887573,3.0762234208008735e-05,0.013321871912307952,0.013463346321817912,0.0001238972629422568,0.010179398102522821,0.0024639753411466367
2018-02-12,0.0005356989520025196,-0.006019269968711616,0.028594422177724583,0.026349110477661995,-0.021424316095267498,-0.004053464953182665,-0.005607958962624312,0.008492477735382625,2.5273207593360382e-05,0.0028567896736963307,0.06527317457203054,0.05863527883848124,0.04816282298076762,0.0014282829530242987,0.0028228077039892043,0.005956986969940292,2.4048431056939096e-05,0.0027183454754714444,0.06210994123972664,0.0557937276241131,0.04582878226604042,0.0013590662759652998,0.002686010321626726,0.005668302684750194
2018-02-13,-0.009233522586816003,-0.009973978730671367,0.0028008978525076874,0.010900775706710109,-0.01906190704108128,-0.012996889048063525,-0.009902590154068597,-0.015835785156756425,0.0077340583090834475,0.007879127079587647,0.0006714904733482954,0.010548260378116707,0.03498340018577562,0.018996540328468616,0.00793619999040267,0.021505757771717413,0.007359254552445607,0.00749729307854475,0.0006389490646984698,0.01003707628074975,0.03328805354038066,0.018075940251033193,0.007551600152780728,0.020463557353766548
2018-02-14,0.02072398172988898,0.023439016167812413,-0.007745081311610744,0.01124981964749954,0.03988138776193054,0.03328307406362422,-0.005324339766320059,-0.0014596155119222336,0.03577538022712225,0.04456339587700436,0.005328809825205573,0.011792313466118746,0.1681336344817624,0.09750060702894447,0.002769738337322969,0.00018385091049223916,0.03404165307270911,0.04240378865454214,0.005070567921527402,0.011220840739909614,0.159985633095876,0.0927755852708335,0.0026355127739452963,0.00017494122696517706
2018-02-15,0.01586697717164517,0.007391959034566443,0.011644995622549321,0.01956871560309194,-0.005351867317927765,0.001341289655668889,-0.03294842852305641,-0.02769072271879278,0.02204120624081781,0.005014039758308148,0.012595780603847893,0.03306349596615206,0.0028867005491044913,0.00014220694800976203,0.09880138892897433,0.06475634012827826,0.020973057208351187,0.004771052071605783,0.011985370687159831,0.03146119068211516,0.0027468068261903306,0.00013531539170077197,0.09401332938097172,0.06161815334764707
2018-02-16,-0.003245488980829847,-0.015283387507389532,0.019130257883352868,-0.0071319071741928865,-0.0079555648860112,-0.0022619863033887847,0.017434588520716717,-0.009124275067691734,0.0010073002313876278,0.018618982506701173,0.031134699799308822,0.004342056255332053,0.005592287502313454,0.0004453465412209492,0.03089673094050205,0.00665922201015377,0.0009584849916133377,0.01771667943250663,0.029625866793373635,0.004131633870215053,0.005321277085750623,0.0004237643976703581,0.029399430252876235,0.006336506389719456
2018-02-19,0.014735973317910312,0.013285096869477769,-0.007752207778674978,0.0035196770574348374,0.0073559126472807655,-0.0021402639163612507,0.0042201054008336614,-0.0007268853563990513,0.01734641683407352,0.016220503851489373,0.004823810601295977,0.001115138553641106,0.004357009045826143,0.0003716691947023327,0.0014460740949037835,4.865723435202237e-05,0.016505784150197732,0.015434434554474043,0.004590041697258656,0.0010610973113368562,0.004145862026652167,0.000353657562925858,0.0013759952331359525,4.629923374045121e-05
2018-02-20,0.0014655271400039812,0.007878944322875598,0.024285031325418854,0.0012095575513100787,0.03876731821843699,-0.0033545354149513867,0.005627472600945886,0.013746759636529,0.00021920579733172336,0.005184048426400228,0.05052884307581049,0.0001272832987005331,0.11968122607181514,0.0009576168517736411,0.0025612200787905586,0.017874310845030827,0.00020858276437369286,0.0049328218714458525,0.048080141573116214,0.0001211149642241578,0.11388129913332079,0.0009112093411083901,0.002437099614637925,0.01700809564670968
2018-02-21,0.00357066379795566,-0.00298198236523087,-0.0028012681958031575,-0.0073182511457990165,-0.011591934233934462,0.004612276054613183,0.003049218558832277,-0.007272560716350798,0.0010440372972396353,0.0007573222274644766,0.0006544673986234975,0.004994537761943754,0.012252027114444243,0.002058029265955132,0.0008316138106659229,0.0049116529436833796,0.0009934417256215818,0.000720621286704093,0.000622750953026884,0.0047524951704562435,0.01165827599369964,0.001958294163202588,0.0007913125913250466,0.004673627071492612
2018-02-22,0.011283837122027636,0.012746883557624922,0.017142828646230953,0.019617244450517473,-0.0023653137127211503,-0.0027832178709757374,0.01544004013423844,0.01834156697652635,0.010444751753748732,0.013883234210682794,0.025599432149850828,0.03291718654921849,0.0004512504137122188,0.0006112102712737392,0.022207251199806318,0.02783408271629682,0.009938583835431261,0.013210432412649343,0.024358846295165607,0.031321971633123835,0.00042938215988161605,0.0005815901292197314,0.021131055386217474,0.026485202432787198
2018-02-23,-0.00026383146105063806,0.0008982034672203295,0.018586097114328175,0.00422628038570296,0.012899120650507566,0.004555127610122791,0.0015967094384189916,0.015901914437868182,6.112353871898124e-06,6.935525505918008e-05,0.029700955302904303,0.0016108929834540429,0.014052183781305766,0.002078935762924898,0.00024763003152098763,0.021028772772098792,5.816140279818448e-06,6.599419814702486e-05,0.028261603648393648,0.0015328267577273756,0.013371194440429836,0.001978187500807729,0.0002356295186775032,0.02000968774358157
2018-02-26,0.010268521785437492,0.016441648221903714,0.025348502706354616,0.017374891437185937,0.023059058448511027,0.010741920595459576,0.01501872320081983,0.012637656397108305,0.009259056364316962,0.02522884274255327,0.0530308905606061,0.026207581759217613,0.05283797552691972,0.009563905148501936,0.020678187846113187,0.012915792335301678,0.008810348975572336,0.024006216191570503,0.050460936184050474,0.024937524086622666,0.05027737009453389,0.009100424342625864,0.019676092674929424,0.012289874182921084
2018-02-27,0.0012111846757394088,0.006722391960785943,-0.010598568707356227,0.01903214829435487,-0.013124745126001995,-0.017256326037924954,0.012829880628840102,0.015165714877622872,0.00012511244500842914,0.003960196213256022,0.011363409020631232,0.03000552396264955,0.015350251104509702,0.024183158838592414,0.015143609604938955,0.02447934306218969,0.00011904931327121036,0.0037682793232568816,0.010812721630009575,0.028551412466246755,0.014606355526098137,0.023011207656193296,0.01440972817527326,0.023293038359914635
2018-02-28,0.00768883158108011,0.012551913088101862,0.004687193723919544,-0.005917988031936257,0.004669149739182522,-0.004251264089991562,0.014215660796653365,0.007029554168370887,0.004864218230775697,0.012420897579914941,0.001940852517312611,0.0027903925096767774,0.0018296395116391346,0.0015515347015890284,0.021332953003240587,0.004614196776970372,0.004628491114022544,0.01181896274987903,0.0018467959708660425,0.0026551660149537384,0.0017409725098077712,0.00147634506485891,0.02029912695664841,0.004390586064875849
2018-03-01,-0.010140957837025438,-0.011819894862766191,0.000812525341776736,-0.008124805380472387,-0.017868137955043124,-0.00680203374434314,-0.0028725429964968083,-0.01038102491289417,0.008387971044471036,0.011832650969493897,5.527439477563319e-05,0.0055134188502378705,0.026335331200517374,0.003786236070383491,0.0007139320474546762,0.009374306949358388,0.007981477722026748,0.011259223428982338,5.259571690951744e-05,0.005246230523695251,0.02505908260349517,0.0036027495428729937,0.0006793338581630482,0.00892001434900791
2018-03-02,-0.00581361614054353,-0.0028345455597314747,-0.022746431567657033,-0.030190742953866253,-0.021823110885613166,-0.015557842057943194,-0.00689079556574386,0.007280326875947484,0.0030002507300531155,0.0007066105863317699,0.041615468194671025,0.07157588394659777,0.04080661552634739,0.022718440968318952,0.004063483637868542,0.004338895892821469,0.002854854199597865,0.0006723672057347854,0.03959872185138496,0.06810721211665417,0.03882906736421521,0.021617472152260196,0.0038665612884829946,0.004128626663485557
2018-03-05,0.010509384875639408,0.007487440748937693,0.004152512692453416,-0.007858803092462494,0.002511115489548889,-0.0010211493750102694,0.005706339861630229,-0.005192882950006296,0.01167620807032818,0.004502267705311758,0.001531468841847146,0.00522721364887415,0.0005284531110316063,8.19068204777478e-05,0.002751747606631506,0.002150284996588557,0.011110361981101746,0.004284081239435467,0.0014572516259743402,0.0049738952442216254,0.0005028435017804094,7.793749638133311e-05,0.002618393900327874,0.0020460790464450433
2018-03-06,0.006403389794767105,0.019343372012793795,0.004404454287480693,0.010030839199807866,0.017406992139057942,0.005625494422858002,0.009250357173679873,0.008463019379610168,0.003937116271473718,0.033424789725886125,0.0016313440944332447,0.008428421007336317,0.0262928994885893,0.003092986349380198,0.0069270362606497285,0.006075712105710156,0.0037463178691478373,0.03180497561879845,0.0015522867780118747,0.008019967420638532,0.02501870719427334,0.002943095715427292,0.006591341970653389,0.005781274227113397
2018-03-07,0.00119721635160095,-0.006229269956346014,-0.000689163141698832,0.005022549018699676,0.02197977409878406,0.019110645365119836,0.029910307243186243,0.00970103503229925,0.00012421631424792317,0.0033308273058196927,3.868410991344922e-05,0.0020253949835981598,0.040723467948743396,0.03255851745616956,0.0786222119531849,0.007408561602423375,0.00011819661031562302,0.003169410551892857,3.68094214719717e-05,0.0019272413858115417,0.03874994923960936,0.030980684167946367,0.07481206478108239,0.007049531891384099
2018-03-08,0.010563615705807904,0.010870142911248857,0.03508830986808636,0.014422345780752825,-0.00027866191765349126,-0.0014769081630890222,-0.019614113257657082,-0.011073259732277213,0.008930145503699485,0.011740342553812889,0.10258912602535677,0.01810486497686391,6.127108472346793e-06,0.00023073618045473898,0.03308163969840511,0.01008215513744133,0.008497377615438536,0.011171388413886622,0.0976175072079324,0.01722747678872732,5.83017985078908e-06,0.0002195543682973192,0.031478455142615124,0.009593559180506226
2018-03-09,-0.009264100240467033,-0.006565691635841181,0.0011764000171589275,0.020817273064405364,0.015081181439522648,0.0003007387512918878,-0.00970001347025558,0.0017843751300661967,0.007090937888941405,0.0034008744505011086,0.00011326818195714254,0.04093494049777735,0.01919488287648874,7.157917609474291e-06,0.008691521401794564,0.00033039116837452534,0.0067473006867574715,0.0032360631096809323,0.00010777904049887151,0.038951173520187586,0.01826467082961526,6.811034472249398e-06,0.008270317585880115,0.00031437993001583593
2018-03-12,-0.01615273174088704,0.0030525850772319127,0.014073670791438193,0.0012446069690601545,-0.025757541555829162,0.0038885350844325,-0.0038766347161757683,0.010048335998580056,0.024427779922522947,0.0008113602887466697,0.017061788180580094,0.00012371327388512634,0.06560159109803632,0.0012086805392498392,0.0014056242090588014,0.00846764597070495,0.023243974045273355,0.0007720405846461903,0.016234949016782997,0.00011771794802319778,0.06242244222142571,0.0011501061157607076,0.0013375056078119526,0.008057291485017654
2018-03-13,-0.02011320880907714,-0.021619411997786473,-0.010126666801590698,-0.009283050217183711,-0.01791062282008918,-0.004749586125071556,-0.023178556314108683,-0.01677961761147314,0.035137456890744725,0.040230105386511936,0.008239077192678294,0.007410702970782739,0.033553430520857325,0.0017869725271243372,0.047315219228738006,0.024704952554965458,0.03343464443251902,0.03828049574740542,0.007839799483662556,0.007051569485906576,0.03192738229304218,0.0017003732296522458,0.04502225462925393,0.02350771448730237
2018-03-14,0.001590492481176238,0.006115580321587764,0.012149689063204273,-0.005171320823442874,-0.021278612553390634,0.006079583224403994,0.004627081673015457,-0.005721394843979336,0.0002220671659792982,0.003733952597213283,0.014259866149692269,0.0023112471016659966,0.03659372067605296,0.00314414637728812,0.0020487374622682477,0.002612221615165376,0.0002113054669192838,0.0035529998031414455,0.01356881221804809,0.0021992406929212715,0.03482033554878646,0.0029917764536940865,0.0019494526538875081,0.002485629542102692
2018-03-15,0.02015417362695897,0.017359309012387653,0.02582779348238622,0.018866588547605333,0.04688954915815621,0.041526383672873375,0.016720510827013542,0.02715236432930695,0.03424647880649985,0.024115149691707992,0.0620538030522586,0.028472656167325278,0.1960561485352632,0.16559262136657968,0.025801791843295195,0.06496166809196088,0.03258684444697878,0.0229464943318537,0.059046585163774964,0.027092829682123128,0.18655498135416504,0.15756776118588925,0.024551399342440015,0.061813530818450604
2018-03-16,0.008745049471708701,0.019843684676462286,-0.007964163149879239,0.005943915516713111,0.02426884271039498,-0.010082560224598709,-0.011430080867282035,-0.026554214766764752,0.006252003934992324,0.03351313007930379,0.005478699620287511,0.0027909050430806807,0.04759027635120955,0.008254188668696616,0.012252978366384953,0.06768845354329042,0.005949022696979472,0.03188903486972109,0.005213193838315016,0.002655653710240639,0.04528398208201362,0.007854178635491732,0.01165918114658257,0.06440817226596478
2018-03-19,-0.0036188699588290732,0.004004063548087946,0.022303880356612744,0.013259324139518946,0.036273418009969055,5.758428984919787e-05,-0.014945768994474348,-0.004718075549966631,0.001268201955579044,0.0013119869638084332,0.04332370463370057,0.014223800669888754,0.10739050241029473,2.6689694792874445e-07,0.01802563558809379,0.0019115700494782724,0.0012067430373590682,0.0012484061601677698,0.041224174658718575,0.013534494524047978,0.10218620188370953,2.5396273218829933e-07,0.01715208697180427,0.0018189325741725364
2018-03-20,0.005072191488848468,0.003838386747993833,-0.02927837095598175,-0.01612424182502001,-0.03188431426036471,-0.0063431051125389165,-0.0026695653580452268,-0.01611306136853718,0.0020953856579172445,0.0012606913306432673,0.07317395768200224,0.024658746455243102,0.08945235142958112,0.004061970930437876,0.0006219112091868024,0.023876300875893583,0.001993840209873485,0.001199596388272468,0.06962784086580733,0.023463747602629016,0.08511735988749271,0.003865121889062825,0.0005917724840591896,0.022719220478349903
2018-03-21,-0.0066925767788504455,-0.01536099770515239,-0.006521328627433304,0.005436108095879344,-0.023820071376425403,-0.004145029181870692,-0.011715976626117059,-0.018032087634636627,0.0036613236896692906,0.018709587384929283,0.0034144849000011224,0.0027921766204371053,0.04790226681365605,0.0014466784349348538,0.01138830455508854,0.027274186012854404,0.003483890598488239,0.017802893466061415,0.003249013976928231,0.002656863665101991,0.045580853031173964,0.0013765702859668389,0.010836410690522,0.02595243914098882
